Prompt_Type,Pair_Index,Step_Index,Token_ID,Token_Text,Prefix_Text,Generated_Text,Species_ID,Species_Name,Occupation,Delta_Occupation,Grounded_Baseline_Occupation,Grounded_Deviation,Mode_Activation_Shift,Top_Token_Confidence,Spin_t,Mass_t,Mass_Lat_t,Momentum_t,Helicity_t,Group_Velocity_t,FP_Layer_t,gamma_t,Z_t,Resonance_Width_t,Fusion_Strength_t,Fusion_Rate_t
grounded_factual,0,2,4684,Par,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Par","

Par",0,I_0,293.3305358886719,0.00042724609375,293.10511627197263,0.2254196166992415,0.443177933146303,0.1540166288614273,1.8978631496429443,0.13402806222438812,0.031153343617916107,0.0,0.0,0.0,14.0,0.07475630939006805,33.16484832763672,3.141592653589793,0.0,0.0
grounded_factual,0,2,4684,Par,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Par","

Par",1,I_1,3.066594362258911,0.09820818901062012,2.9725722312927245,0.09402213096618661,0.6156530170636723,0.1540166288614273,0.9253894090652466,0.12565568089485168,0.05091194435954094,3.1415927410125732,0.12509489059448242,0.0,28.0,2.4033544063568115,23.990224838256836,3.141592653589793,0.0,0.0
grounded_factual,0,2,4684,Par,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Par","

Par",5,I_5,2.959235906600952,0.09330558776855469,2.982154381275177,-0.02291847467422503,0.5733430581288882,0.1540166288614273,0.9253894090652466,0.12565568089485168,0.05091194435954094,3.1415927410125732,0.12509489059448242,0.0,28.0,2.4033544063568115,23.990224838256836,3.141592653589793,0.0,0.0
grounded_factual,0,2,4684,Par,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Par","

Par",4,I_4,2.679581642150879,0.1310882568359375,2.6961608860227795,-0.016579243871900573,0.5733430581288882,0.1540166288614273,0.9253894090652466,0.12565568089485168,0.05091194435954094,3.1415927410125732,0.12509489059448242,0.0,28.0,2.4033544063568115,23.990224838256836,3.141592653589793,0.0,0.0
grounded_factual,0,2,4684,Par,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Par","

Par",3,I_3,2.6531765460968018,0.10066485404968262,2.608907869883946,0.044268676212855684,0.5932639624246733,0.1540166288614273,0.9253894090652466,0.12565568089485168,0.05091194435954094,3.1415927410125732,0.12509489059448242,0.0,28.0,2.4033544063568115,23.990224838256836,3.141592653589793,0.0,0.0
grounded_factual,0,3,1046,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris","

Paris",0,I_0,293.33990478515625,0.009368896484375,293.00938110351564,0.33052368164061363,0.4896131422119634,0.9982663989067078,1.901863694190979,0.1282191425561905,0.03176847845315933,0.0,0.0,0.0,14.0,0.07485348731279373,26.023632049560547,3.141592653589793,0.0,0.0
grounded_factual,0,3,1046,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris","

Paris",1,I_1,3.3192026615142822,0.2526082992553711,2.9344483971595765,0.3847542643547057,0.7586963338153906,0.9982663989067078,0.9399744272232056,0.12556560337543488,0.06466197222471237,3.1415927410125732,0.15005438029766083,0.0,28.0,2.525628089904785,26.368663787841797,3.141592653589793,0.0,0.0
grounded_factual,0,3,1046,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris","

Paris",5,I_5,3.2922017574310303,0.3329658508300781,2.9083545709911145,0.3838471864399158,0.7582881487537352,0.9982663989067078,0.9399744272232056,0.12556560337543488,0.06466197222471237,3.1415927410125732,0.15005438029766083,0.0,28.0,2.525628089904785,26.368663787841797,3.141592653589793,0.0,0.0
grounded_factual,0,3,1046,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris","

Paris",4,I_4,2.8111355304718018,0.13155388832092285,2.7351502870258533,0.07598524344594848,0.6197502744064498,0.9982663989067078,0.9399744272232056,0.12556560337543488,0.06466197222471237,3.1415927410125732,0.15005438029766083,0.0,28.0,2.525628089904785,26.368663787841797,3.141592653589793,0.0,0.0
grounded_factual,0,3,1046,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris","

Paris",3,I_3,2.8037867546081543,0.15061020851135254,2.642585587501526,0.16120116710662824,0.6580974400537558,0.9982663989067078,0.9399744272232056,0.12556560337543488,0.06466197222471237,3.1415927410125732,0.15005438029766083,0.0,28.0,2.525628089904785,26.368663787841797,3.141592653589793,0.0,0.0
grounded_factual,0,4,1117,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is","

Paris is",0,I_0,293.33990478515625,0.0,293.00879974365233,0.3311050415039176,0.4914818048971295,0.7216207385063171,1.9024131298065186,0.13892173767089844,0.03209904208779335,0.0,0.0,0.0,14.0,0.07487010210752487,34.64851379394531,3.141592653589793,0.0,0.0
grounded_factual,0,4,1117,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is","

Paris is",5,I_5,3.6844592094421387,0.3922574520111084,3.0066646902184737,0.677794519223665,0.8982856066234781,0.7216207385063171,0.9205065369606018,0.13277360796928406,0.2339864820241928,3.1415927410125732,0.07690144330263138,0.0,25.0,2.5920276641845703,26.5351505279541,3.141592653589793,0.0,0.0
grounded_factual,0,4,1117,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is","

Paris is",1,I_1,3.5646474361419678,0.24544477462768555,2.9432209849357607,0.6214264512062071,0.8729199760156221,0.7216207385063171,0.9205065369606018,0.13277360796928406,0.2339864820241928,3.1415927410125732,0.07690144330263138,0.0,25.0,2.5920276641845703,26.5351505279541,3.141592653589793,0.0,0.0
grounded_factual,0,4,1117,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is","

Paris is",3,I_3,3.044762134552002,0.24097537994384766,2.7596276173224816,0.2851345172295203,0.7215886057261132,0.7216207385063171,0.9205065369606018,0.13277360796928406,0.2339864820241928,3.1415927410125732,0.07690144330263138,0.0,25.0,2.5920276641845703,26.5351505279541,3.141592653589793,0.0,0.0
grounded_factual,0,4,1117,is,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is","

Paris is",2,I_2,2.9680936336517334,2.9680936336517334,2.6691033289982724,0.298990304653461,0.7278237100668864,0.7216207385063171,0.9205065369606018,0.13277360796928406,0.2339864820241928,3.1415927410125732,0.07690144330263138,0.0,25.0,2.5920276641845703,26.5351505279541,3.141592653589793,0.0,0.0
grounded_factual,0,5,6419,located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located","

Paris is located",0,I_0,293.34033203125,0.00042724609375,293.0119201660156,0.32841186523438637,0.49004785497957465,0.5334190726280212,1.90084707736969,0.13746315240859985,0.03153269737958908,0.0,0.0,0.0,14.0,0.07483777403831482,25.01040267944336,3.141592653589793,0.0,0.0
grounded_factual,0,5,6419,located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located","

Paris is located",5,I_5,4.020934581756592,0.3364753723144531,3.2717165350914,0.7492180466651917,0.9261769155161925,0.5334190726280212,1.00864839553833,0.12742100656032562,0.05939619243144989,3.1415927410125732,0.1522156149148941,0.0,25.0,2.5575637817382812,28.17037582397461,3.141592653589793,0.0,0.0
grounded_factual,0,5,6419,located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located","

Paris is located",1,I_1,3.637260675430298,0.07261323928833008,3.010372078418732,0.6268885970115661,0.8711286631720611,0.5334190726280212,1.00864839553833,0.12742100656032562,0.05939619243144989,3.1415927410125732,0.1522156149148941,0.0,25.0,2.5575637817382812,28.17037582397461,3.141592653589793,0.0,0.0
grounded_factual,0,5,6419,located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located","

Paris is located",3,I_3,3.1387603282928467,0.09399819374084473,2.7692065089941025,0.3695538192987442,0.7553280132012912,0.5334190726280212,1.00864839553833,0.12742100656032562,0.05939619243144989,3.1415927410125732,0.1522156149148941,0.0,25.0,2.5575637817382812,28.17037582397461,3.141592653589793,0.0,0.0
grounded_factual,0,5,6419,located,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located","

Paris is located",2,I_2,2.99621844291687,0.02812480926513672,2.6745944023132324,0.3216240406036377,0.7337596127884932,0.5334190726280212,1.00864839553833,0.12742100656032562,0.05939619243144989,3.1415927410125732,0.1522156149148941,0.0,25.0,2.5575637817382812,28.17037582397461,3.141592653589793,0.0,0.0
grounded_factual,0,6,1065,in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in","

Paris is located in",5,I_5,4.555685520172119,0.5347509384155273,3.8227285146713257,0.7329570055007935,0.8996507929759571,0.6055418848991394,1.2723957300186157,0.11678144335746765,0.005598807241767645,3.1415927410125732,1.2723957300186157,0.0,24.0,2.381436586380005,21.995792388916016,3.141592653589793,0.0,0.0
grounded_factual,0,6,1065,in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in","

Paris is located in",1,I_1,4.016927242279053,0.3796665668487549,3.4300272703170775,0.5868999719619752,0.8339251278834888,0.6055418848991394,1.2723957300186157,0.11678144335746765,0.005598807241767645,3.1415927410125732,1.2723957300186157,0.0,24.0,2.381436586380005,21.995792388916016,3.141592653589793,0.0,0.0
grounded_factual,0,6,1065,in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in","

Paris is located in",3,I_3,3.50711727142334,0.36835694313049316,3.027410590648651,0.4797066807746888,0.78568814684921,0.6055418848991394,1.2723957300186157,0.11678144335746765,0.005598807241767645,3.1415927410125732,1.2723957300186157,0.0,24.0,2.381436586380005,21.995792388916016,3.141592653589793,0.0,0.0
grounded_factual,0,6,1065,in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in","

Paris is located in",2,I_2,3.320625066757202,0.32440662384033203,2.9282524460240413,0.3923726207331608,0.7463878198305223,0.6055418848991394,1.2723957300186157,0.11678144335746765,0.005598807241767645,3.1415927410125732,1.2723957300186157,0.0,24.0,2.381436586380005,21.995792388916016,3.141592653589793,0.0,0.0
grounded_factual,0,6,1065,in,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in","

Paris is located in",4,I_4,3.124006509780884,0.31287097930908203,2.995868754386902,0.12813775539398176,0.6274821304278917,0.6055418848991394,1.2723957300186157,0.11678144335746765,0.005598807241767645,3.1415927410125732,1.2723957300186157,0.0,24.0,2.381436586380005,21.995792388916016,3.141592653589793,0.0,0.0
grounded_factual,0,7,1040,the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in the","

Paris is located in the",5,I_5,4.83519983291626,0.2795143127441406,4.012349712848663,0.8228501200675966,0.9449571866291115,0.6536912322044373,1.3139781951904297,0.13413675129413605,0.010214023292064667,3.1415927410125732,1.3139781951904297,0.0,25.0,2.4039485454559326,32.93080139160156,3.141592653589793,0.0,0.0
grounded_factual,0,7,1040,the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in the","

Paris is located in the",1,I_1,4.07720422744751,0.06027698516845703,3.5146567702293394,0.5625474572181703,0.8278209883468697,0.6536912322044373,1.3139781951904297,0.13413675129413605,0.010214023292064667,3.1415927410125732,1.3139781951904297,0.0,25.0,2.4039485454559326,32.93080139160156,3.141592653589793,0.0,0.0
grounded_factual,0,7,1040,the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in the","

Paris is located in the",3,I_3,3.6107192039489746,0.10360193252563477,3.022048568725586,0.5886706352233886,0.8395764184492178,0.6536912322044373,1.3139781951904297,0.13413675129413605,0.010214023292064667,3.1415927410125732,1.3139781951904297,0.0,25.0,2.4039485454559326,32.93080139160156,3.141592653589793,0.0,0.0
grounded_factual,0,7,1040,the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in the","

Paris is located in the",2,I_2,3.340688467025757,0.020063400268554688,2.9080682860480414,0.4326201809777155,0.769353714038665,0.6536912322044373,1.3139781951904297,0.13413675129413605,0.010214023292064667,3.1415927410125732,1.3139781951904297,0.0,25.0,2.4039485454559326,32.93080139160156,3.141592653589793,0.0,0.0
grounded_factual,0,7,1040,the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions:

Paris is located in the","

Paris is located in the",4,I_4,3.1167211532592773,-0.007285356521606445,2.953184592096429,0.16353656116284832,0.6482660851219748,0.6536912322044373,1.3139781951904297,0.13413675129413605,0.010214023292064667,3.1415927410125732,1.3139781951904297,0.0,25.0,2.4039485454559326,32.93080139160156,3.141592653589793,0.0,0.0
grounded_factual,1,0,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:
","
",0,I_0,293.3741149902344,293.3741149902344,293.1038848876953,0.27023010253907387,0.46407599752122164,0.4647773206233978,1.9213688373565674,0.13882501423358917,0.02573898807168007,0.0,0.06060164421796799,0.0,14.0,0.07489433884620667,29.78679847717285,3.141592653589793,0.0,0.0
grounded_factual,1,0,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:
","
",13,I_13,6.944602966308594,6.944602966308594,6.944602966308594,0.0,0.544001494546468,0.4647773206233978,1.6546725034713745,0.11908146739006042,0.0029618474654853344,1.0471975803375244,1.6546725034713745,0.002005753805860877,18.0,2.119800090789795,20.399093627929688,3.141592653589793,0.0,0.0
grounded_factual,1,0,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:
","
",5,I_5,3.942779541015625,3.942779541015625,3.2724547028541564,0.6703248381614686,0.851284164835746,0.4647773206233978,0.98514324426651,0.13882501423358917,0.018292300403118134,3.1415927410125732,0.10634522140026093,0.0,13.0,2.146549701690674,29.866994857788086,3.141592653589793,0.0,0.0
grounded_factual,1,0,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:
","
",1,I_1,3.471328020095825,3.471328020095825,3.0439212799072264,0.4274067401885988,0.7419710207479545,0.4647773206233978,0.98514324426651,0.13882501423358917,0.018292300403118134,3.1415927410125732,0.10634522140026093,0.0,13.0,2.146549701690674,29.866994857788086,3.141592653589793,0.0,0.0
grounded_factual,1,0,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:
","
",3,I_3,2.8822543621063232,2.8822543621063232,2.560173424807462,0.32208093729886134,0.6945744094475726,0.4647773206233978,0.98514324426651,0.13882501423358917,0.018292300403118134,3.1415927410125732,0.10634522140026093,0.0,13.0,2.146549701690674,29.866994857788086,3.141592653589793,0.0,0.0
grounded_factual,1,1,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

","

",0,I_0,293.3746032714844,0.00048828125,293.2052917480469,0.1693115234375,0.4184266405301639,0.6899346709251404,1.9313571453094482,0.1372283399105072,0.025396421551704407,0.0,0.0,0.0,14.0,0.0749293863773346,27.637256622314453,3.141592653589793,0.0,0.0
grounded_factual,1,1,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

","

",5,I_5,3.653632402420044,-0.28914713859558105,3.118992602825165,0.5346397995948791,0.8016313677030154,0.6899346709251404,1.020155906677246,0.13212403655052185,0.01511254534125328,3.1415927410125732,0.09977614134550095,0.0,25.0,2.270655870437622,25.221378326416016,3.141592653589793,0.0,0.0
grounded_factual,1,1,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

","

",1,I_1,3.3075897693634033,-0.16373825073242188,2.968436586856842,0.33915318250656146,0.7136623900132725,0.6899346709251404,1.020155906677246,0.13212403655052185,0.01511254534125328,3.1415927410125732,0.09977614134550095,0.0,25.0,2.270655870437622,25.221378326416016,3.141592653589793,0.0,0.0
grounded_factual,1,1,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

","

",3,I_3,2.8526060581207275,-0.029648303985595703,2.51749324798584,0.3351128101348877,0.7118442224460193,0.6899346709251404,1.020155906677246,0.13212403655052185,0.01511254534125328,3.1415927410125732,0.09977614134550095,0.0,25.0,2.270655870437622,25.221378326416016,3.141592653589793,0.0,0.0
grounded_factual,1,1,781,\n,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

","

",2,I_2,2.7717676162719727,2.7717676162719727,2.561824937661489,0.20994267861048366,0.6555176632600375,0.6899346709251404,1.020155906677246,0.13212403655052185,0.01511254534125328,3.1415927410125732,0.09977614134550095,0.0,25.0,2.270655870437622,25.221378326416016,3.141592653589793,0.0,0.0
grounded_factual,1,2,1782,The,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The","

The",0,I_0,293.3765563964844,0.001953125,293.10511627197263,0.2714401245117415,0.46136398156458647,0.2025100737810135,1.8976466655731201,0.11707359552383423,0.032608967274427414,0.0,0.0,0.0,14.0,0.07495620846748352,19.21727180480957,3.141592653589793,0.0,0.0
grounded_factual,1,2,1782,The,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The","

The",5,I_5,3.619924306869507,-0.03370809555053711,2.982154381275177,0.6377699255943297,0.875301993687684,0.2025100737810135,0.9797917008399963,0.13768237829208374,0.10645461827516556,3.1415927410125732,0.09409160912036896,0.0,25.0,2.5349390506744385,37.79366683959961,3.141592653589793,0.0,0.0
grounded_factual,1,2,1782,The,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The","

The",1,I_1,3.403576374053955,0.09598660469055176,2.9725722312927245,0.43100414276123056,0.7822573914127895,0.2025100737810135,0.9797917008399963,0.13768237829208374,0.10645461827516556,3.1415927410125732,0.09409160912036896,0.0,25.0,2.5349390506744385,37.79366683959961,3.141592653589793,0.0,0.0
grounded_factual,1,2,1782,The,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The","

The",3,I_3,3.121568441390991,0.26896238327026367,2.608907869883946,0.5126605715070451,0.819002784348406,0.2025100737810135,0.9797917008399963,0.13768237829208374,0.10645461827516556,3.1415927410125732,0.09409160912036896,0.0,25.0,2.5349390506744385,37.79366683959961,3.141592653589793,0.0,0.0
grounded_factual,1,2,1782,The,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The","

The",2,I_2,2.944413900375366,0.17264628410339355,2.6165184577306113,0.3278954426447549,0.7358584763603754,0.2025100737810135,0.9797917008399963,0.13768237829208374,0.10645461827516556,3.1415927410125732,0.09409160912036896,0.0,25.0,2.5349390506744385,37.79366683959961,3.141592653589793,0.0,0.0
grounded_factual,1,3,9469,Amazon,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon","

The Amazon",0,I_0,293.3801574707031,0.00360107421875,293.00938110351564,0.37077636718748863,0.5063734546052711,0.773204505443573,1.8920561075210571,0.11911093443632126,0.03224504739046097,0.0,0.0,0.0,14.0,0.07498183846473694,22.943403244018555,3.141592653589793,0.0,0.0
grounded_factual,1,3,9469,Amazon,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon","

The Amazon",5,I_5,3.8195745944976807,0.19965028762817383,2.9083545709911145,0.9112200235065662,1.0056550420452086,0.773204505443573,0.9694362878799438,0.1324361115694046,0.06924692541360855,3.1415927410125732,0.14171750843524933,0.0,25.0,2.6158134937286377,27.130199432373047,3.141592653589793,0.0,0.0
grounded_factual,1,3,9469,Amazon,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon","

The Amazon",1,I_1,3.3980300426483154,-0.0055463314056396484,2.9344483971595765,0.4635816454887389,0.8042177719371864,0.773204505443573,0.9694362878799438,0.1324361115694046,0.06924692541360855,3.1415927410125732,0.14171750843524933,0.0,25.0,2.6158134937286377,27.130199432373047,3.141592653589793,0.0,0.0
grounded_factual,1,3,9469,Amazon,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon","

The Amazon",3,I_3,3.1399037837982178,0.018335342407226562,2.642585587501526,0.4973181962966917,0.819399219800765,0.773204505443573,0.9694362878799438,0.1324361115694046,0.06924692541360855,3.1415927410125732,0.14171750843524933,0.0,25.0,2.6158134937286377,27.130199432373047,3.141592653589793,0.0,0.0
grounded_factual,1,3,9469,Amazon,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon","

The Amazon",2,I_2,2.94972825050354,0.005314350128173828,2.6431153037331323,0.30661294677040773,0.7335818575139372,0.773204505443573,0.9694362878799438,0.1324361115694046,0.06924692541360855,3.1415927410125732,0.14171750843524933,0.0,25.0,2.6158134937286377,27.130199432373047,3.141592653589793,0.0,0.0
grounded_factual,1,4,7164,River,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon River","

The Amazon River",0,I_0,293.3809509277344,0.00079345703125,293.00879974365233,0.3721511840820426,0.5089532591896653,0.700327455997467,1.9045580625534058,0.13219891488552094,0.03088025562465191,0.0,0.0,0.0,14.0,0.07496123760938644,28.97293472290039,3.141592653589793,0.0,0.0
grounded_factual,1,4,7164,River,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon River","

The Amazon River",5,I_5,4.400374889373779,0.5808002948760986,3.0066646902184737,1.3937101991553056,1.2243270986982062,0.700327455997467,1.011627197265625,0.13219891488552094,0.037904758006334305,3.1415927410125732,0.08108039945363998,0.0,28.0,2.6316840648651123,29.038047790527344,3.141592653589793,0.0,0.0
grounded_factual,1,4,7164,River,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon River","

The Amazon River",1,I_1,3.5454366207122803,0.14740657806396484,2.9432209849357607,0.6022156357765196,0.8681545451777526,0.700327455997467,1.011627197265625,0.13219891488552094,0.037904758006334305,3.1415927410125732,0.08108039945363998,0.0,28.0,2.6316840648651123,29.038047790527344,3.141592653589793,0.0,0.0
grounded_factual,1,4,7164,River,"Describe the major geographical features of the Amazon River basin, including its tributaries and the surrounding tropical rainforest ecosystem:

The Amazon River","

The Amazon River",3,I_3,3.186393976211548,0.04649019241333008,2.7596276173224816,0.4267663588890662,0.7892023705783985,0.700327455997467,1.011627197265625,0.13219891488552094,0.037904758006334305,3.1415927410125732,0.08108039945363998,0.0,28.0,2.6316840648651123,29.038047790527344,3.141592653589793,0.0,0.0
